# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   25       1.491292861822e-10       1.511646426407e-15       2.213972777301e-13       0.000000000000e+00       3.683498359891e-10      -8.023889261845e-11      -1.534577864659e-14 
   26       1.496762037224e-10       1.727680369391e-15       2.261867382493e-13       0.000000000000e+00       3.396736174338e-10      -7.373884091533e-11      -7.593390928718e-15 
   27       1.504575810423e-10       1.976157019103e-15       2.318360778976e-13       0.000000000000e+00       3.140143873427e-10      -6.791595910182e-11      -4.118657288753e-15 
   28       1.513222506921e-10       2.252164116443e-15       2.382960626795e-13       0.000000000000e+00       2.909715682020e-10      -6.270404047296e-11      -4.476883337961e-15 
   29       1.524175804129e-10       2.554883384900e-15       2.451583101136e-13       0.000000000000e+00       2.702083934820e-10      -5.800348054826e-11      -7.678238029005e-15 
   30       1.535826276470e-10       2.885273378277e-15       2.518359883241e-13       0.000000000000e+00       2.514401010740e-10      -5.375129299792e-11      -1.266075346078e-14 
   31       1.548432097692e-10       3.243175107080e-15       2.579557631643e-13       0.000000000000e+00       2.344262117235e-10      -4.990436900650e-11      -1.827452542354e-14 
   32       1.563019009784e-10       3.626252486811e-15       2.627903382277e-13       0.000000000000e+00       2.189598323721e-10      -4.638866342754e-11      -2.305378100543e-14 
   33       1.577453854796e-10       4.030867988876e-15       2.660420278683e-13       0.000000000000e+00       2.048630773459e-10      -4.318385201312e-11      -2.613302900401e-14 
   34       1.593569330764e-10       4.454754930685e-15       2.674771213146e-13       0.000000000000e+00       1.919824429784e-10      -4.026094167575e-11      -2.713564958887e-14 
   35       1.610478738161e-10       4.899218313790e-15       2.667066683679e-13       0.000000000000e+00       1.801866842867e-10      -3.763363025637e-11      -2.660986978651e-14 
   36       1.627203322861e-10       5.368861703866e-15       2.640752707405e-13       0.000000000000e+00       1.693609769076e-10      -3.518846051740e-11      -2.424884746944e-14 
   37       1.645770969064e-10       5.869346386866e-15       2.597018387474e-13       0.000000000000e+00       1.594042778630e-10      -3.291354449685e-11      -2.052976318602e-14 
   38       1.664396199561e-10       6.405085310160e-15       2.536630021484e-13       0.000000000000e+00       1.502283770004e-10      -3.084973571340e-11      -1.653680200712e-14 
   39       1.683541412096e-10       6.978837916723e-15       2.463442618748e-13       0.000000000000e+00       1.417574055907e-10      -2.897018117879e-11      -1.288048419111e-14 
   40       1.703966738652e-10       7.591599963946e-15       2.376883444337e-13       0.000000000000e+00       1.339226384218e-10      -2.721090306338e-11      -9.651873544006e-15 
   41       1.723881690682e-10       8.242774003583e-15       2.279393012004e-13       0.000000000000e+00       1.266634647472e-10      -2.558292726998e-11      -7.457183607892e-15 
   42       1.744850054442e-10       8.931388372642e-15       2.173621945127e-13       0.000000000000e+00       1.199277321282e-10      -2.410234451827e-11      -6.791904109547e-15 
   43       1.766810162255e-10       9.656518042672e-15       2.056145212335e-13       0.000000000000e+00       1.136676847954e-10      -2.271136262460e-11      -6.885369550409e-15 
   44       1.788102399834e-10       1.041820911030e-14       1.926609417143e-13       0.000000000000e+00       1.078404921075e-10      -2.142455289186e-11      -7.782354480923e-15 
   45       1.810376240346e-10       1.121764573869e-14       1.784301155929e-13       0.000000000000e+00       1.024095044897e-10      -2.024291952339e-11      -9.482227884514e-15 
   46       1.833044120323e-10       1.205483199096e-14       1.625405676669e-13       0.000000000000e+00       9.733911916138e-11      -1.911963527348e-11      -1.105311119474e-14 
   47       1.856080917652e-10       1.292926637883e-14       1.448679264248e-13       0.000000000000e+00       9.260293852551e-11      -1.805692928375e-11      -1.218382398469e-14 
   48       1.879753882523e-10       1.384041160183e-14       1.253631034126e-13       0.000000000000e+00       8.816969590081e-11      -1.707050508954e-11      -1.280799853462e-14 
   49       1.903726788200e-10       1.478821232214e-14       1.038914833168e-13       0.000000000000e+00       8.401762549634e-11      -1.616061696038e-11      -1.289495873787e-14 
   50       1.927629949117e-10       1.577297024456e-14       8.032233598057e-14       0.000000000000e+00       8.012232500918e-11      -1.532024120191e-11      -1.243487133567e-14 
   51       1.951902972431e-10       1.679610885445e-14       5.467822670103e-14       0.000000000000e+00       7.646587368161e-11      -1.453585461130e-11      -1.145506134985e-14 
   52       1.977025330923e-10       1.785905008421e-14       2.705859142441e-14       0.000000000000e+00       7.302808300617e-11      -1.379373667386e-11      -1.003868961233e-14 
   53       2.002517571295e-10       1.896147215830e-14      -2.329502489257e-15       0.000000000000e+00       6.979419565960e-11      -1.309607561095e-11      -8.438014911509e-15 
   54       2.027822272568e-10       2.010262553244e-14      -3.328675084406e-14       0.000000000000e+00       6.674773425226e-11      -1.244704499941e-11      -6.949995704070e-15 
   55       2.053457425711e-10       2.128239986934e-14      -6.586079600948e-14       0.000000000000e+00       6.387639502846e-11      -1.184144615079e-11      -5.763050146530e-15 
   56       2.080016160166e-10       2.250064911362e-14      -1.001198090754e-13       0.000000000000e+00       6.116647800571e-11      -1.127085296472e-11      -5.018347203378e-15 
   57       2.106941532284e-10       2.375643081005e-14      -1.358992936882e-13       0.000000000000e+00       5.860768749974e-11      -1.072874251720e-11      -4.738794140459e-15 
   58       2.133572971794e-10       2.504878182309e-14      -1.730240159921e-13       0.000000000000e+00       5.618861615292e-11      -1.021041828986e-11      -4.908655410000e-15 
   59       2.160434855765e-10       2.637799509640e-14      -2.116112062413e-13       0.000000000000e+00       5.390055232659e-11      -9.720329670687e-12      -5.498405267601e-15 
   60       2.188171272947e-10       2.774469421946e-14      -2.518436259389e-13       0.000000000000e+00       5.173388468716e-11      -9.263603991207e-12      -6.432907830386e-15 
   61       2.216349810054e-10       2.914931786474e-14      -2.937870938676e-13       0.000000000000e+00       4.968125348294e-11      -8.837110379567e-12      -7.477651935621e-15 
   62       2.244409383167e-10       3.059198839863e-14      -3.374785140812e-13       0.000000000000e+00       4.773457937072e-11      -8.435328376619e-12      -8.374842949867e-15 
   63       2.272705121336e-10       3.207162523601e-14      -3.829580054217e-13       0.000000000000e+00       4.588758923568e-11      -8.054795510434e-12      -9.031395452549e-15 
   64       2.301699675277e-10       3.358688654881e-14      -4.302590337549e-13       0.000000000000e+00       4.413342928579e-11      -7.693059766126e-12      -9.407658354215e-15 
   65       2.331122203431e-10       3.513709466799e-14      -4.793751643326e-13       0.000000000000e+00       4.246680691225e-11      -7.351347922641e-12      -9.512121456089e-15 
   66       2.360599494508e-10       3.672163015713e-14      -5.302852252397e-13       0.000000000000e+00       4.088191086866e-11      -7.030979439362e-12      -9.375755700572e-15 
   67       2.390300957957e-10       3.833947498947e-14      -5.829584629956e-13       0.000000000000e+00       3.937393597717e-11      -6.729672984749e-12      -9.059442183467e-15 
   68       2.420489932221e-10       3.998947623386e-14      -6.373529818046e-13       0.000000000000e+00       3.793776721093e-11      -6.444159707692e-12      -8.643240369073e-15 
   69       2.451147748649e-10       4.167059611020e-14      -6.934007274417e-13       0.000000000000e+00       3.657003726334e-11      -6.172551025661e-12      -8.233783254594e-15 
   70       2.482166452291e-10       4.338176904231e-14      -7.510202655636e-13       0.000000000000e+00       3.526669851173e-11      -5.913016204693e-12      -7.954756118403e-15 
   71       2.513447120685e-10       4.512197424497e-14      -8.101402680390e-13       0.000000000000e+00       3.402297932263e-11      -5.663925903087e-12      -7.914273885242e-15 
   72       2.544992775701e-10       4.689063838782e-14      -8.707605979154e-13       0.000000000000e+00       3.283615808151e-11      -5.425879648810e-12      -8.110269428861e-15 
   73       2.576832063863e-10       4.868730894107e-14      -9.329027182087e-13       0.000000000000e+00       3.170319679957e-11      -5.200040801203e-12      -8.507494053946e-15 
   74       2.608992854635e-10       5.051149371119e-14      -9.965886489342e-13       0.000000000000e+00       3.062047433229e-11      -4.987112688241e-12      -9.056819056466e-15 
   75       2.641506089592e-10       5.236252229322e-14      -1.061830626507e-12       0.000000000000e+00       2.958573129838e-11      -4.785981931890e-12      -9.668172838901e-15 
   76       2.674402322603e-10       5.423966122751e-14      -1.128639865210e-12       0.000000000000e+00       2.859639316735e-11      -4.594813290179e-12      -1.023214547174e-14 
   77       2.707697089240e-10       5.614194139563e-14      -1.197007425143e-12       0.000000000000e+00       2.764945254339e-11      -4.411897283999e-12      -1.065653030630e-14 
   78       2.741348131583e-10       5.806747095956e-14      -1.266832596878e-12       0.000000000000e+00       2.674306846824e-11      -4.237119873516e-12      -1.095902761222e-14 
   79       2.775290147791e-10       6.001399904539e-14      -1.337981795033e-12       0.000000000000e+00       2.587518312271e-11      -4.070735220597e-12      -1.119061168838e-14 
   80       2.809469698196e-10       6.197916473297e-14      -1.410333129539e-12       0.000000000000e+00       2.504339325791e-11      -3.912736628501e-12      -1.138715748759e-14 
   81       2.843917486070e-10       6.396065114672e-14      -1.483851806466e-12       0.000000000000e+00       2.424615736895e-11      -3.762255269164e-12      -1.150235323619e-14 
   82       2.878687916887e-10       6.595605137578e-14      -1.558527304482e-12       0.000000000000e+00       2.348174415634e-11      -3.618049835397e-12      -1.146343534517e-14 
   83       2.913823673632e-10       6.796297121470e-14      -1.634333581534e-12       0.000000000000e+00       2.274815700856e-11      -3.478979693362e-12      -1.122938915299e-14 
   84       2.949311597280e-10       6.997951321649e-14      -1.711173597374e-12       0.000000000000e+00       2.204411716579e-11      -3.344964208127e-12      -1.091336605348e-14 
   85       2.985119370374e-10       7.200386896070e-14      -1.788925667146e-12       0.000000000000e+00       2.136820412506e-11      -3.216171962464e-12      -1.068053012392e-14 
   86       3.021220179748e-10       7.403426678209e-14      -1.867493136630e-12       0.000000000000e+00       2.071878588930e-11      -3.092797612389e-12      -1.065627057640e-14 
   87       3.057629876108e-10       7.606926861116e-14      -1.946910184501e-12       0.000000000000e+00       2.009479156624e-11      -2.975273921695e-12      -1.074930959409e-14 
   88       3.094375425514e-10       7.810752105586e-14      -2.027252921980e-12       0.000000000000e+00       1.949503236375e-11      -2.864090721538e-12      -1.080064189932e-14 
   89       3.131477256272e-10       8.014780687301e-14      -2.108586135812e-12       0.000000000000e+00       1.891814512573e-11      -2.759458194958e-12      -1.068036741018e-14 
   90       3.168928857654e-10       8.218948880319e-14      -2.190894106367e-12       0.000000000000e+00       1.836319488860e-11      -2.660441821602e-12      -1.042761298469e-14 
   91       3.206713871251e-10       8.423213801896e-14      -2.274139540753e-12       0.000000000000e+00       1.782914229919e-11      -2.565689541475e-12      -1.013187362793e-14 
   92       3.244814572672e-10       8.627514044487e-14      -2.358273885822e-12       0.000000000000e+00       1.731483494480e-11      -2.473972065676e-12      -9.870321624911e-15 
   93       3.283219697276e-10       8.831686219024e-14      -2.443203659960e-12       0.000000000000e+00       1.681959081133e-11      -2.385083977729e-12      -9.642223441440e-15 
   94       3.321917537110e-10       9.035536289422e-14      -2.528819031672e-12       0.000000000000e+00       1.634268421257e-11      -2.299071119394e-12      -9.424941137651e-15 
   95       3.360893424245e-10       9.238864808525e-14      -2.615003860373e-12       0.000000000000e+00       1.588315857587e-11      -2.215956427810e-12      -9.193724543781e-15 
   96       3.400135109000e-10       9.441447486594e-14      -2.701639198374e-12       0.000000000000e+00       1.543998997744e-11      -2.135772727391e-12      -8.929309854242e-15 
   97       3.439650033805e-10       9.642973733952e-14      -2.788614643760e-12       0.000000000000e+00       1.501262241066e-11      -2.058668554249e-12      -8.642106353017e-15 
   98       3.479450383422e-10       9.843099045844e-14      -2.875818426296e-12       0.000000000000e+00       1.460049608071e-11      -1.984816145566e-12      -8.351448180215e-15 
   99       3.519547778565e-10       1.004146331836e-13      -2.963133857784e-12       0.000000000000e+00       1.420287705057e-11      -1.914378633961e-12      -8.078293534982e-15 
  100       3.559949284249e-10       1.023774657877e-13      -3.050458598818e-12       0.000000000000e+00       1.381897635822e-11      -1.847432136649e-12      -7.840611652075e-15 
  101       3.600644885434e-10       1.043184570871e-13      -3.137765703332e-12       0.000000000000e+00       1.344833900449e-11      -1.783720596255e-12      -7.638716668753e-15 
  102       3.641618169480e-10       1.062372209736e-13      -3.225051038145e-12       0.000000000000e+00       1.309049896086e-11      -1.722865494794e-12      -7.467943406332e-15 
  103       3.682850032566e-10       1.081334821408e-13      -3.312314858573e-12       0.000000000000e+00       1.274485481426e-11      -1.664438831245e-12      -7.323104080221e-15 
  104       3.724322919305e-10       1.100067093086e-13      -3.399544506438e-12       0.000000000000e+00       1.241076431540e-11      -1.608032381075e-12      -7.199028789006e-15 
  105       3.766034383959e-10       1.118549502694e-13      -3.486659508401e-12       0.000000000000e+00       1.208785191425e-11      -1.553479147676e-12      -7.092300510886e-15 
  106       3.807985205148e-10       1.136758458366e-13      -3.573559315648e-12       0.000000000000e+00       1.177573487329e-11      -1.500659353153e-12      -6.999729277891e-15 
  107       3.850175181366e-10       1.154669861107e-13      -3.660140062214e-12       0.000000000000e+00       1.147392487767e-11      -1.449431832153e-12      -6.917810599781e-15 
  108       3.892601903123e-10       1.172260119373e-13      -3.746301993720e-12       0.000000000000e+00       1.118190250825e-11      -1.399689773184e-12      -6.843306435596e-15 
  109       3.935256974875e-10       1.189509348841e-13      -3.831972933284e-12       0.000000000000e+00       1.089935867880e-11      -1.351537542136e-12      -6.775091383070e-15 
  110       3.978129222602e-10       1.206398586411e-13      -3.917087817714e-12       0.000000000000e+00       1.062597871725e-11      -1.305135832130e-12      -6.712533127712e-15 
  111       4.021205784815e-10       1.222908817832e-13      -4.001581543895e-12       0.000000000000e+00       1.036136502033e-11      -1.260647306613e-12      -6.654922970699e-15 
  112       4.064474429085e-10       1.239021664246e-13      -4.085388805794e-12       0.000000000000e+00       1.010509395794e-11      -1.218195753816e-12      -6.600795806770e-15 
  113       4.107930945695e-10       1.254721523420e-13      -4.168443498055e-12       0.000000000000e+00       9.856899985702e-12      -1.177737822080e-12      -6.545797209000e-15 
  114       4.151572589312e-10       1.269993713513e-13      -4.250679310614e-12       0.000000000000e+00       9.616510188086e-12      -1.139174983721e-12      -6.484543076764e-15 
  115       4.195395762835e-10       1.284823832304e-13      -4.332029961172e-12       0.000000000000e+00       9.383585109804e-12      -1.102392456216e-12      -6.411265325058e-15 
  116       4.239394914225e-10       1.299197507838e-13      -4.412427408266e-12       0.000000000000e+00       9.157771507780e-12      -1.067247855737e-12      -6.321880141149e-15 
  117       4.283559139689e-10       1.313099585741e-13      -4.491796164155e-12       0.000000000000e+00       8.938871938123e-12      -1.033536526494e-12      -6.220496062671e-15 
  118       4.327875108631e-10       1.326514869195e-13      -4.570058357398e-12       0.000000000000e+00       8.726692321988e-12      -1.001021156300e-12      -6.113685004421e-15 
  119       4.372328060158e-10       1.339428385279e-13      -4.647135516255e-12       0.000000000000e+00       8.520987743705e-12      -9.694417816746e-13      -6.008486187151e-15 
  120       4.416901763263e-10       1.351825396784e-13      -4.722948589902e-12       0.000000000000e+00       8.321461037267e-12      -9.385152546240e-13      -5.912416065078e-15 
  121       4.461581055056e-10       1.363691753463e-13      -4.797420016171e-12       0.000000000000e+00       8.127809028681e-12      -9.080203263834e-13      -5.831662610070e-15 
  122       4.506359875997e-10       1.375014967057e-13      -4.870480152948e-12       0.000000000000e+00       7.939870391614e-12      -8.780652863436e-13      -5.765408224100e-15 
  123       4.551234101934e-10       1.385783284575e-13      -4.942061640885e-12       0.000000000000e+00       7.757492468461e-12      -8.488507033119e-13      -5.710859806188e-15 
  124       4.596199031384e-10       1.395985374504e-13      -5.012097461553e-12       0.000000000000e+00       7.580484144408e-12      -8.205867668163e-13      -5.665000280621e-15 
  125       4.641249366664e-10       1.405610341388e-13      -5.080520975295e-12       0.000000000000e+00       7.408614821322e-12      -7.934934498610e-13      -5.624583765142e-15 
  126       4.686377956309e-10       1.414647834545e-13      -5.147264990108e-12       0.000000000000e+00       7.241648864295e-12      -7.677389826796e-13      -5.586314162305e-15 
  127       4.731571902697e-10       1.423088357040e-13      -5.212258769537e-12       0.000000000000e+00       7.079455497993e-12      -7.432471149549e-13      -5.547413889007e-15 
  128       4.776815979951e-10       1.430923019054e-13      -5.275430758843e-12       0.000000000000e+00       6.921909365064e-12      -7.198684287448e-13      -5.505110154846e-15 
  129       4.822093805661e-10       1.438143461967e-13      -5.336709554169e-12       0.000000000000e+00       6.768855406199e-12      -6.974397923814e-13      -5.456453836821e-15 
  130       4.867387812743e-10       1.444741873636e-13      -5.396023933127e-12       0.000000000000e+00       6.620108100025e-12      -6.757840606173e-13      -5.398316023030e-15 
  131       4.912681370864e-10       1.450711160600e-13      -5.453303983368e-12       0.000000000000e+00       6.475477825733e-12      -6.547419675327e-13      -5.328661573406e-15 
  132       4.957965469571e-10       1.456045453280e-13      -5.508484561251e-12       0.000000000000e+00       6.334854783862e-12      -6.342723369038e-13      -5.250532686128e-15 
  133       5.003232707575e-10       1.460739684529e-13      -5.561502266567e-12       0.000000000000e+00       6.198132749936e-12      -6.143621854954e-13      -5.168491328261e-15 
  134       5.048475194838e-10       1.464789453817e-13      -5.612294415909e-12       0.000000000000e+00       6.065182198621e-12      -5.949954256664e-13      -5.087386174199e-15 
  135       5.093684539342e-10       1.468191043598e-13      -5.660799080873e-12       0.000000000000e+00       5.935849731846e-12      -5.761527889228e-13      -5.012358011375e-15 
  136       5.138851360836e-10       1.470941533977e-13      -5.706954912214e-12       0.000000000000e+00       5.809980985291e-12      -5.578246908767e-13      -4.947285366936e-15 
  137       5.183963802884e-10       1.473039125542e-13      -5.750700510708e-12       0.000000000000e+00       5.687493253775e-12      -5.400515015413e-13      -4.889927072943e-15 
  138       5.229008839953e-10       1.474482881357e-13      -5.791975062828e-12       0.000000000000e+00       5.568309386099e-12      -5.228873465738e-13      -4.836281357587e-15 
  139       5.273972720392e-10       1.475272648520e-13      -5.830718585401e-12       0.000000000000e+00       5.452334568988e-12      -5.063875492310e-13      -4.782095610559e-15 
  140       5.318840950161e-10       1.475409075166e-13      -5.866871962433e-12       0.000000000000e+00       5.339455906428e-12      -4.906086372712e-13      -4.722861742954e-15 
  141       5.363598276551e-10       1.474893627468e-13      -5.900376981941e-12       0.000000000000e+00       5.229541998996e-12      -4.756083498556e-13      -4.653811547173e-15 
  142       5.408229581004e-10       1.473728666446e-13      -5.931176714135e-12       0.000000000000e+00       5.122462679553e-12      -4.614140139942e-13      -4.571542530772e-15 
  143       5.452722692540e-10       1.471917651129e-13      -5.959216610772e-12       0.000000000000e+00       5.018151332800e-12      -4.479240960863e-13      -4.479088413583e-15 
  144       5.497065825884e-10       1.469464988089e-13      -5.984443586139e-12       0.000000000000e+00       4.916548033626e-12      -4.349967790818e-13      -4.381348903618e-15 
  145       5.541246686805e-10       1.466375990646e-13      -6.006805724055e-12       0.000000000000e+00       4.817579651022e-12      -4.224805312628e-13      -4.283509665516e-15 
  146       5.585252461219e-10       1.462656896233e-13      -6.026252316716e-12       0.000000000000e+00       4.721159546538e-12      -4.102139262226e-13      -4.191047315873e-15 
  147       5.629069804277e-10       1.458314883739e-13      -6.042733903544e-12       0.000000000000e+00       4.627187272727e-12      -3.980254628443e-13      -4.109734418561e-15 
  148       5.672685292680e-10       1.453358105142e-13      -6.056202521603e-12       0.000000000000e+00       4.535563000285e-12      -3.857830662993e-13      -4.043980842982e-15 
  149       5.716086853483e-10       1.447795747208e-13      -6.066612402053e-12       0.000000000000e+00       4.446232994866e-12      -3.735483220067e-13      -3.991667995520e-15 
  150       5.759262452330e-10       1.441638008773e-13      -6.073919414808e-12       0.000000000000e+00       4.359147952033e-12      -3.614367733210e-13      -3.948825910089e-15 
  151       5.802199634245e-10       1.434896104291e-13      -6.078080902618e-12       0.000000000000e+00       4.274248441231e-12      -3.495696600525e-13      -3.911248317025e-15 
  152       5.844885515252e-10       1.427582281260e-13      -6.079055721064e-12       0.000000000000e+00       4.191464684386e-12      -3.380740087945e-13      -3.874488585430e-15 
  153       5.887306773988e-10       1.419709837661e-13      -6.076804278556e-12       0.000000000000e+00       4.110716334503e-12      -3.270827232503e-13      -3.833855665507e-15 
  154       5.929449921195e-10       1.411293060840e-13      -6.071288498804e-12       0.000000000000e+00       4.031923504860e-12      -3.166976544886e-13      -3.785521885898e-15 
  155       5.971302153802e-10       1.402347001146e-13      -6.062471620187e-12       0.000000000000e+00       3.955041468287e-12      -3.068747848139e-13      -3.729969978430e-15 
  156       6.012850564092e-10       1.392887710540e-13      -6.050318454053e-12       0.000000000000e+00       3.880028754995e-12      -2.975285636382e-13      -3.668858126202e-15 
  157       6.054081861996e-10       1.382932336157e-13      -6.034795499856e-12       0.000000000000e+00       3.806836026528e-12      -2.885678795164e-13      -3.603938240347e-15 
  158       6.094982368101e-10       1.372499137342e-13      -6.015870984759e-12       0.000000000000e+00       3.735405910918e-12      -2.798959643655e-13      -3.537057491923e-15 
  159       6.135538006668e-10       1.361607502687e-13      -5.993514903247e-12       0.000000000000e+00       3.665672837848e-12      -2.714102976828e-13      -3.470159843803e-15 
  160       6.175734925370e-10       1.350277808260e-13      -5.967699125899e-12       0.000000000000e+00       3.597572396945e-12      -2.630273141543e-13      -3.404887532192e-15 
  161       6.215561431145e-10       1.338530942326e-13      -5.938397653418e-12       0.000000000000e+00       3.531070694664e-12      -2.547591983813e-13      -3.341342442380e-15 
  162       6.255006214032e-10       1.326388770696e-13      -5.905586460986e-12       0.000000000000e+00       3.466137306547e-12      -2.466437715181e-13      -3.279216944304e-15 
  163       6.294057731902e-10       1.313874307897e-13      -5.869243470729e-12       0.000000000000e+00       3.402735869461e-12      -2.387203219523e-13      -3.218183703138e-15 
  164       6.332704206389e-10       1.301011733471e-13      -5.829348591653e-12       0.000000000000e+00       3.340823961122e-12      -2.310296250672e-13      -3.157895347599e-15 
  165       6.370933618824e-10       1.287826408272e-13      -5.785883759568e-12       0.000000000000e+00       3.280352979611e-12      -2.236139630046e-13      -3.097984138245e-15 
  166       6.408733706170e-10       1.274344890763e-13      -5.738832977018e-12       0.000000000000e+00       3.221268022896e-12      -2.165171444265e-13      -3.038061635776e-15 
  167       6.446092055737e-10       1.260594654256e-13      -5.688182064379e-12       0.000000000000e+00       3.163515759637e-12      -2.097703348825e-13      -2.977808851674e-15 
  168       6.482996406944e-10       1.246603177389e-13      -5.633917805605e-12       0.000000000000e+00       3.107069048184e-12      -2.033481489215e-13      -2.917256032475e-15 
  169       6.519434367643e-10       1.232398806873e-13      -5.576028805685e-12       0.000000000000e+00       3.051904197485e-12      -1.972088316703e-13      -2.856526225909e-15 
  170       6.555393314034e-10       1.218011064470e-13      -5.514505811308e-12       0.000000000000e+00       2.997993079206e-12      -1.913080704706e-13      -2.795747001764e-15 
  171       6.590860387019e-10       1.203470662015e-13      -5.449341749561e-12       0.000000000000e+00       2.945303041421e-12      -1.855989539508e-13      -2.735050507192e-15 
  172       6.625822488559e-10       1.188809516427e-13      -5.380531766620e-12       0.000000000000e+00       2.893796822324e-12      -1.800319310982e-13      -2.674573522022e-15 
  173       6.660266278029e-10       1.174060764733e-13      -5.308073266446e-12       0.000000000000e+00       2.843432463919e-12      -1.745547703313e-13      -2.614457514065e-15 
  174       6.694178836025e-10       1.159258389104e-13      -5.231965745928e-12       0.000000000000e+00       2.794168985582e-12      -1.691265907158e-13      -2.554803940550e-15 
  175       6.727549724455e-10       1.144436026071e-13      -5.152210204213e-12       0.000000000000e+00       2.745984106969e-12      -1.637613314589e-13      -2.495535926509e-15 
  176       6.760369089123e-10       1.129628088040e-13      -5.068809758934e-12       0.000000000000e+00       2.698857819240e-12      -1.584877839883e-13      -2.436525300575e-15 
  177       6.792627006477e-10       1.114870157862e-13      -4.981769883004e-12       0.000000000000e+00       2.652766692868e-12      -1.533358550612e-13      -2.377636207782e-15 
  178       6.824313482596e-10       1.100199002316e-13      -4.891098442513e-12       0.000000000000e+00       2.607683814048e-12      -1.483365812934e-13      -2.318724988507e-15 
