# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   37       1.565270827645e-10       5.868758954422e-15       2.596850090782e-13       0.000000000000e+00       1.255769427882e-10      -3.860673168952e-12      -1.964419256928e-14 
   38       1.588841453058e-10       6.404920035302e-15       2.537480075319e-13       0.000000000000e+00       1.187412367784e-10      -3.569549791988e-12      -1.573346998439e-14 
   39       1.612522758563e-10       6.978993944961e-15       2.465161812328e-13       0.000000000000e+00       1.124046071221e-10      -3.321050546022e-12      -1.215130322148e-14 
   40       1.637134326325e-10       7.591964869703e-15       2.379186208787e-13       0.000000000000e+00       1.065202949994e-10      -3.065170310383e-12      -8.988834402560e-15 
   41       1.660935932961e-10       8.243243832287e-15       2.281953974420e-13       0.000000000000e+00       1.010468788300e-10      -2.824392475531e-12      -6.852639171373e-15 
   42       1.685518021279e-10       8.931857220239e-15       2.176141370594e-13       0.000000000000e+00       9.594905008152e-11      -2.626148114180e-12      -6.239227971020e-15 
   43       1.710818156558e-10       9.656882228966e-15       2.058375694989e-13       0.000000000000e+00       9.119392334646e-11      -2.422983040241e-12      -6.378959612933e-15 
   44       1.735186085313e-10       1.041840330144e-14       1.928373155670e-13       0.000000000000e+00       8.675175936430e-11      -2.239459745818e-12      -7.317499198393e-15 
   45       1.760316769143e-10       1.121766735633e-14       1.785527244078e-13       0.000000000000e+00       8.259749745404e-11      -2.085502632038e-12      -9.054625818779e-15 
   46       1.785672313629e-10       1.205472441797e-14       1.626132906611e-13       0.000000000000e+00       7.870612500466e-11      -1.922027788378e-12      -1.065917839037e-14 
   47       1.811229059211e-10       1.292908459130e-14       1.449016881122e-13       0.000000000000e+00       7.505932695378e-11      -1.756017037761e-12      -1.182063446428e-14 
   48       1.837248789382e-10       1.384021391286e-14       1.253742744359e-13       0.000000000000e+00       7.163511672796e-11      -1.608460073291e-12      -1.247326984812e-14 
   49       1.863405563603e-10       1.478806015421e-14       1.038974818596e-13       0.000000000000e+00       6.841822760366e-11      -1.482917524781e-12      -1.258672666453e-14 
   50       1.889347114904e-10       1.577292382903e-14       8.033965192592e-14       0.000000000000e+00       6.539128199920e-11      -1.376091176851e-12      -1.215140612697e-14 
   51       1.915525384944e-10       1.679620986714e-14       5.471975899331e-14       0.000000000000e+00       6.254165366166e-11      -1.277160257049e-12      -1.119466995536e-14 
   52       1.942432477329e-10       1.785931337968e-14       2.713212046888e-14       0.000000000000e+00       5.985493523033e-11      -1.175709726636e-12      -9.799681288712e-15 
   53       1.969595896848e-10       1.896187983319e-14      -2.222874195656e-15       0.000000000000e+00       5.732063722456e-11      -1.076906731456e-12      -8.218686250014e-15 
   54       1.996465299514e-10       2.010312910702e-14      -3.315292577389e-14       0.000000000000e+00       5.492688688429e-11      -9.886445832391e-13      -6.748630167073e-15 
   55       2.023563984233e-10       2.128294745475e-14      -6.570988352839e-14       0.000000000000e+00       5.266486536643e-11      -9.094599802648e-13      -5.577851055166e-15 
   56       2.051493370072e-10       2.250119346831e-14      -9.996470737040e-14       0.000000000000e+00       5.052463512874e-11      -8.350603124112e-13      -4.847499874836e-15 
   57       2.079712415280e-10       2.375692963711e-14      -1.357520321435e-13       0.000000000000e+00       4.849876772160e-11      -7.615494549925e-13      -4.580765016188e-15 
   58       2.107576613958e-10       2.504919997843e-14      -1.728944117933e-13       0.000000000000e+00       4.657893946353e-11      -6.867581178713e-13      -4.762241152727e-15 
   59       2.135608503306e-10       2.637831111035e-14      -2.115062084758e-13       0.000000000000e+00       4.475882109365e-11      -6.167562839459e-13      -5.362426442497e-15 
   60       2.164447525161e-10       2.774490339161e-14      -2.517667465972e-13       0.000000000000e+00       4.303135564115e-11      -5.581433868845e-13      -6.306200622644e-15 
   61       2.193663873268e-10       2.914943296226e-14      -2.937377825050e-13       0.000000000000e+00       4.139116554915e-11      -5.080403485875e-13      -7.359359533124e-15 
   62       2.222701568993e-10       3.059203709755e-14      -3.374522094258e-13       0.000000000000e+00       3.983228809207e-11      -4.612185400529e-13      -8.264496799768e-15 
   63       2.251918999807e-10       3.207163369078e-14      -3.829482543860e-13       0.000000000000e+00       3.835010927302e-11      -4.150848614005e-13      -8.928787587808e-15 
   64       2.281782214592e-10       3.358687499892e-14      -4.302583380049e-13       0.000000000000e+00       3.693953881903e-11      -3.685032893574e-13      -9.312723088078e-15 
   65       2.312023362049e-10       3.513707967690e-14      -4.793763916140e-13       0.000000000000e+00       3.559665858206e-11      -3.241232957201e-13      -9.424501607002e-15 
   66       2.342272927201e-10       3.672162400703e-14      -5.302824510055e-13       0.000000000000e+00       3.431712572553e-11      -2.849467159818e-13      -9.294790000894e-15 
   67       2.372704789252e-10       3.833948173147e-14      -5.829486028983e-13       0.000000000000e+00       3.309735506001e-11      -2.502767065361e-13      -8.984699152371e-15 
   68       2.403587329639e-10       3.998949127521e-14      -6.373361079094e-13       0.000000000000e+00       3.193350311448e-11      -2.184697038803e-13      -8.574584331828e-15 
   69       2.434905734164e-10       4.167061141418e-14      -6.933786584305e-13       0.000000000000e+00       3.082306835530e-11      -1.885953467152e-13      -8.170941024903e-15 
   70       2.466556323794e-10       4.338177437485e-14      -7.509963024095e-13       0.000000000000e+00       2.976300351347e-11      -1.598273032108e-13      -7.897182480857e-15 
   71       2.498443954588e-10       4.512195799607e-14      -8.101190032610e-13       0.000000000000e+00       2.874968385616e-11      -1.315553047097e-13      -7.861205778357e-15 
   72       2.530570037836e-10       4.689059164552e-14      -8.707466186023e-13       0.000000000000e+00       2.778107231665e-11      -1.044628999355e-13      -8.061040657970e-15 
   73       2.562960237130e-10       4.868722693777e-14      -9.329002085253e-13       0.000000000000e+00       2.685487082941e-11      -7.965206393324e-14      -8.461638793712e-15 
   74       2.595640479239e-10       5.051137601079e-14      -9.966010790482e-13       0.000000000000e+00       2.596831285629e-11      -5.788895353465e-14      -9.014059765671e-15 
   75       2.628643891854e-10       5.236237195881e-14      -1.061859678648e-12       0.000000000000e+00       2.511968675709e-11      -3.819048474804e-14      -9.628280450493e-15 
   76       2.662004851724e-10       5.423948484919e-14      -1.128684974064e-12       0.000000000000e+00       2.430702091553e-11      -1.897816831357e-14      -1.019490515733e-14 
   77       2.695742662754e-10       5.614174860640e-14      -1.197065914002e-12       0.000000000000e+00       2.352799607732e-11       9.985050519351e-16      -1.062175150289e-14 
   78       2.729816198874e-10       5.806727130536e-14      -1.266901024639e-12       0.000000000000e+00       2.278121503930e-11       2.102447952513e-14      -1.092657408518e-14 
   79       2.764160822277e-10       6.001380104193e-14      -1.338056296932e-12       0.000000000000e+00       2.206510381033e-11       3.977172207713e-14      -1.116041546529e-14 
   80       2.798724257723e-10       6.197897543535e-14      -1.410409644809e-12       0.000000000000e+00       2.137780727915e-11       5.615898576709e-14      -1.135920724131e-14 
   81       2.833539469677e-10       6.396047485715e-14      -1.483927098887e-12       0.000000000000e+00       2.071814145107e-11       7.055563877574e-14      -1.147661911464e-14 
   82       2.868663753660e-10       6.595588905238e-14      -1.558599327681e-12       0.000000000000e+00       2.008476306435e-11       8.378053618235e-14      -1.143984677453e-14 
   83       2.904142243174e-10       6.796282084198e-14      -1.634401520785e-12       0.000000000000e+00       1.947611336287e-11       9.659056851518e-14      -1.120783566786e-14 
   84       2.939960895506e-10       6.997937245744e-14      -1.711237621950e-12       0.000000000000e+00       1.889120586744e-11       1.091871887132e-13      -1.089371128366e-14 
   85       2.976085613006e-10       7.200373589210e-14      -1.788986931065e-12       0.000000000000e+00       1.832893722704e-11       1.216321886605e-13      -1.066261467494e-14 
   86       3.012488118302e-10       7.403414005636e-14      -1.867553499028e-12       0.000000000000e+00       1.778803092242e-11       1.338910506384e-13      -1.063991876641e-14 
   87       3.049184206933e-10       7.606914796639e-14      -1.946970751842e-12       0.000000000000e+00       1.726765568371e-11       1.454984823906e-13      -1.073436111310e-14 
   88       3.086201285705e-10       7.810740753748e-14      -2.027313581390e-12       0.000000000000e+00       1.676688157517e-11       1.558389504691e-13      -1.078696256933e-14 
   89       3.123560582389e-10       8.014770255409e-14      -2.108645718285e-12       0.000000000000e+00       1.628463558239e-11       1.644754100654e-13      -1.066785455236e-14 
   90       3.161257333919e-10       8.218939523330e-14      -2.190951435480e-12       0.000000000000e+00       1.582018711535e-11       1.718788034330e-13      -1.041620716154e-14 
   91       3.199277393224e-10       8.423205575042e-14      -2.274193729312e-12       0.000000000000e+00       1.537271860581e-11       1.788109609156e-13      -1.012156521097e-14 
   92       3.237605154315e-10       8.627506918633e-14      -2.358324311439e-12       0.000000000000e+00       1.494131870211e-11       1.859214264306e-13      -9.861141185396e-15 
   93       3.276230147353e-10       8.831680174041e-14      -2.443249767684e-12       0.000000000000e+00       1.452545343235e-11       1.931606624949e-13      -9.634186481759e-15 
   94       3.315141195520e-10       9.035531340982e-14      -2.528860284765e-12       0.000000000000e+00       1.412455082932e-11       2.002810442386e-13      -9.418031761982e-15 
   95       3.354324276139e-10       9.238861011376e-14      -2.615039743606e-12       0.000000000000e+00       1.373784957651e-11       2.070138976026e-13      -9.187892873604e-15 
   96       3.393767550329e-10       9.441444903803e-14      -2.701669276973e-12       0.000000000000e+00       1.336453202720e-11       2.131314407840e-13      -8.924473347526e-15 
   97       3.433477524814e-10       9.642972298209e-14      -2.788638798355e-12       0.000000000000e+00       1.300415977406e-11       2.186441282319e-13      -8.638163629183e-15 
   98       3.473465058277e-10       9.843098513046e-14      -2.875836937845e-12       0.000000000000e+00       1.265628965128e-11       2.236312078182e-13      -8.348282048953e-15 
   99       3.513740392162e-10       1.004146325358e-13      -2.963147440041e-12       0.000000000000e+00       1.232033500406e-11       2.281810442704e-13      -8.075770202355e-15 
  100       3.554309627687e-10       1.023774642356e-13      -3.050468322355e-12       0.000000000000e+00       1.199566300535e-11       2.323809313692e-13      -7.838588226116e-15 
  101       3.595163683997e-10       1.043184510639e-13      -3.137772575064e-12       0.000000000000e+00       1.168191258794e-11       2.362843513869e-13      -7.637074924639e-15 
  102       3.636287705692e-10       1.062372099599e-13      -3.225055878313e-12       0.000000000000e+00       1.137871235847e-11       2.399395723230e-13      -7.466600964233e-15 
  103       3.677664323192e-10       1.081334689166e-13      -3.312318282211e-12       0.000000000000e+00       1.108557887876e-11       2.433998067917e-13      -7.322017679352e-15 
  104       3.719277620917e-10       1.100066991377e-13      -3.399546928267e-12       0.000000000000e+00       1.080199420583e-11       2.467042978916e-13      -7.198188343928e-15 
  105       3.761125831934e-10       1.118549467075e-13      -3.486661222680e-12       0.000000000000e+00       1.052765820902e-11       2.498183885946e-13      -7.091693916718e-15 
  106       3.803210210664e-10       1.136758494692e-13      -3.573560510341e-12       0.000000000000e+00       1.026226377216e-11       2.526855598511e-13      -6.999332652335e-15 
  107       3.845531096026e-10       1.154669943178e-13      -3.660140809929e-12       0.000000000000e+00       1.000541600863e-11       2.552456719511e-13      -6.917587454907e-15 
  108       3.888086409329e-10       1.172260196122e-13      -3.746302276151e-12       0.000000000000e+00       9.756693638390e-12       2.574587024020e-13      -6.843209853311e-15 
  109       3.930867008920e-10       1.189509381685e-13      -3.831972771602e-12       0.000000000000e+00       9.515848044096e-12       2.593796482024e-13      -6.775075687005e-15 
  110       3.973860654930e-10       1.206398560287e-13      -3.917087310460e-12       0.000000000000e+00       9.282625190784e-12       2.610932763544e-13      -6.712557266359e-15 
  111       4.017053365255e-10       1.222908743017e-13      -4.001580872510e-12       0.000000000000e+00       9.056701813525e-12       2.626913387215e-13      -6.654951000479e-15 
  112       4.060432056468e-10       1.239021571672e-13      -4.085388209069e-12       0.000000000000e+00       8.837732595567e-12       2.642364769822e-13      -6.600798647251e-15 
  113       4.103992959073e-10       1.254721439416e-13      -4.168443148639e-12       0.000000000000e+00       8.625502860110e-12       2.656484322834e-13      -6.545758370520e-15 
  114       4.147734164780e-10       1.269993652597e-13      -4.250679277322e-12       0.000000000000e+00       8.419791309721e-12       2.668037622676e-13      -6.484460940108e-15 
  115       4.191652998526e-10       1.284823796279e-13      -4.332030201220e-12       0.000000000000e+00       8.220320927195e-12       2.675706401237e-13      -6.411154229384e-15 
  116       4.235744775267e-10       1.299197487771e-13      -4.412427786960e-12       0.000000000000e+00       8.026802742321e-12       2.678548271461e-13      -6.321766980057e-15 
  117       4.279998959277e-10       1.313099573040e-13      -4.491796561069e-12       0.000000000000e+00       7.839076578237e-12       2.677443184710e-13      -6.220402733910e-15 
  118       4.324402482676e-10       1.326514858660e-13      -4.570058696307e-12       0.000000000000e+00       7.656984502285e-12       2.673820254594e-13      -6.113623323029e-15 
  119       4.368940880042e-10       1.339428375357e-13      -4.647135768452e-12       0.000000000000e+00       7.480325815144e-12       2.669214202671e-13      -6.008457144729e-15 
  120       4.413598249422e-10       1.351825389827e-13      -4.722948777590e-12       0.000000000000e+00       7.308855857236e-12       2.665267628994e-13      -5.912409073102e-15 
  121       4.458359649747e-10       1.363691755165e-13      -4.797420202964e-12       0.000000000000e+00       7.142324680161e-12       2.663341485500e-13      -5.831657527863e-15 
  122       4.503218693235e-10       1.375014983316e-13      -4.870480393861e-12       0.000000000000e+00       6.980600719573e-12       2.663290147242e-13      -5.765386143021e-15 
  123       4.548170769888e-10       1.385783320634e-13      -4.942061968223e-12       0.000000000000e+00       6.823559377329e-12       2.664546977345e-13      -5.710806074328e-15 
  124       4.593210671460e-10       1.395985434898e-13      -5.012097883301e-12       0.000000000000e+00       6.671043588589e-12       2.666502417052e-13      -5.664904825132e-15 
  125       4.638332572268e-10       1.405610429888e-13      -5.080521473475e-12       0.000000000000e+00       6.522862952286e-12       2.668503071352e-13      -5.624441421371e-15 
  126       4.683528979602e-10       1.414647953727e-13      -5.147265527718e-12       0.000000000000e+00       6.378822570302e-12       2.669892338373e-13      -5.586125110160e-15 
  127       4.728787492462e-10       1.423088506716e-13      -5.212259324382e-12       0.000000000000e+00       6.238815076550e-12       2.670139401689e-13      -5.547184410164e-15 
  128       4.774093641147e-10       1.430923195708e-13      -5.275431333446e-12       0.000000000000e+00       6.102737343557e-12       2.668723056810e-13      -5.504853118133e-15 
  129       4.819431858434e-10       1.438143658554e-13      -5.336710177366e-12       0.000000000000e+00       5.970461059020e-12       2.665090867859e-13      -5.456189093887e-15 
  130       4.864785452669e-10       1.444742079371e-13      -5.396024661688e-12       0.000000000000e+00       5.841832079074e-12       2.658658564744e-13      -5.398070811558e-15 
  131       4.910138488926e-10       1.450711361892e-13      -5.453304892342e-12       0.000000000000e+00       5.716692642634e-12       2.649089905804e-13      -5.328467426359e-15 
  132       4.955481719376e-10       1.456045638262e-13      -5.508485698970e-12       0.000000000000e+00       5.594952100112e-12       2.637171726737e-13      -5.250411416251e-15 
  133       5.000807245941e-10       1.460739844378e-13      -5.561503641212e-12       0.000000000000e+00       5.476522641149e-12       2.624032763999e-13      -5.168450765416e-15 
  134       5.046106656144e-10       1.464789582957e-13      -5.612295992997e-12       0.000000000000e+00       5.361296635555e-12       2.610872999337e-13      -5.087419281788e-15 
  135       5.091371009449e-10       1.468191139915e-13      -5.660800780708e-12       0.000000000000e+00       5.249146145216e-12       2.598965003286e-13      -5.012441986022e-15 
  136       5.136590481170e-10       1.470941598810e-13      -5.706956622397e-12       0.000000000000e+00       5.139942267659e-12       2.589257284006e-13      -4.947385311557e-15 
  137       5.181753281287e-10       1.473039162988e-13      -5.750702145720e-12       0.000000000000e+00       5.033616476071e-12       2.581134823922e-13      -4.890013963464e-15 
  138       5.226846596523e-10       1.474482898196e-13      -5.791976581382e-12       0.000000000000e+00       4.930104776700e-12       2.573531313617e-13      -4.836337180869e-15 
  139       5.271856906919e-10       1.475272654367e-13      -5.830719993168e-12       0.000000000000e+00       4.829328093731e-12       2.565314349116e-13      -4.782114058548e-15 
  140       5.316769969966e-10       1.475409082615e-13      -5.866873314822e-12       0.000000000000e+00       4.731191908922e-12       2.555284212088e-13      -4.722848919650e-15 
  141       5.361570804725e-10       1.474893652248e-13      -5.900378386921e-12       0.000000000000e+00       4.635585901237e-12       2.542172650038e-13      -4.653786688424e-15 
  142       5.406244539458e-10       1.473728725029e-13      -5.931178314016e-12       0.000000000000e+00       4.542400710945e-12       2.525077389909e-13      -4.571534760558e-15 
  143       5.450779083571e-10       1.471917750433e-13      -5.959218498353e-12       0.000000000000e+00       4.451580882148e-12       2.504817215209e-13      -4.479121136114e-15 
  144       5.495162693780e-10       1.469465122298e-13      -5.984445779990e-12       0.000000000000e+00       4.363076551233e-12       2.482710624008e-13      -4.381435342586e-15 
  145       5.539383123913e-10       1.466376140495e-13      -6.006808164240e-12       0.000000000000e+00       4.276826540565e-12       2.460153596174e-13      -4.283652258166e-15 
  146       5.583427614132e-10       1.462657028271e-13      -6.026254860437e-12       0.000000000000e+00       4.192758099315e-12       2.438620948563e-13      -4.191237096391e-15 
  147       5.627282880163e-10       1.458314949594e-13      -6.042736320708e-12       0.000000000000e+00       4.110786644300e-12       2.419667690226e-13      -4.109950390787e-15 
  148       5.670935538063e-10       1.453358048487e-13      -6.056204525856e-12       0.000000000000e+00       4.030828032866e-12       2.404496917124e-13      -4.044192642978e-15 
  149       5.714373447147e-10       1.447795534750e-13      -6.066613792171e-12       0.000000000000e+00       3.952837254693e-12       2.392613925291e-13      -3.991848801864e-15 
  150       5.757584476069e-10       1.441637639520e-13      -6.073920116228e-12       0.000000000000e+00       3.876772978093e-12       2.383044879999e-13      -3.948956074406e-15 
  151       5.800556070535e-10       1.434895611321e-13      -6.078080974506e-12       0.000000000000e+00       3.802585162277e-12       2.374757675480e-13      -3.911315789584e-15 
  152       5.843275244901e-10       1.427581733527e-13      -6.079055363498e-12       0.000000000000e+00       3.730214866388e-12       2.366660931364e-13      -3.874489348012e-15 
  153       5.885728573773e-10       1.419709341825e-13      -6.076803839833e-12       0.000000000000e+00       3.659594058526e-12       2.357602989129e-13      -3.833794171562e-15 
  154       5.927902507558e-10       1.411292749287e-13      -6.071288432265e-12       0.000000000000e+00       3.590655056460e-12       2.346639358880e-13      -3.785409850887e-15 
  155       5.969784369583e-10       1.402346977078e-13      -6.062472284123e-12       0.000000000000e+00       3.523360232385e-12       2.333864957761e-13      -3.729820033968e-15 
  156       6.011361435466e-10       1.392888032069e-13      -6.050320054197e-12       0.000000000000e+00       3.457674699920e-12       2.319657171833e-13      -3.668682147760e-15 
  157       6.052620610717e-10       1.382933013842e-13      -6.034798081038e-12       0.000000000000e+00       3.393556787629e-12       2.304414657002e-13      -3.603747288376e-15 
  158       6.093548423976e-10       1.372500131689e-13      -6.015874422424e-12       0.000000000000e+00       3.330957896474e-12       2.288557685027e-13      -3.536861751935e-15 
  159       6.134131020227e-10       1.361608721608e-13      -5.993518894833e-12       0.000000000000e+00       3.269822357260e-12       2.272528489525e-13      -3.469968565402e-15 
  160       6.174354724391e-10       1.350279117642e-13      -5.967703228737e-12       0.000000000000e+00       3.210095449800e-12       2.256697692862e-13      -3.404708678597e-15 
  161       6.214207802639e-10       1.338532217337e-13      -5.938401467111e-12       0.000000000000e+00       3.151748561661e-12       2.241073502905e-13      -3.341181444659e-15 
  162       6.253678845572e-10       1.326389909915e-13      -5.905589677959e-12       0.000000000000e+00       3.094756005893e-12       2.225567183647e-13      -3.279076268872e-15 
  163       6.292756207878e-10       1.313875234648e-13      -5.869245881371e-12       0.000000000000e+00       3.039086956934e-12       2.210084556718e-13      -3.218062698178e-15 
  164       6.331428004212e-10       1.301012397172e-13      -5.829350089534e-12       0.000000000000e+00       2.984705346079e-12       2.194525909874e-13      -3.157790087090e-15 
  165       6.369682105082e-10       1.287826785809e-13      -5.785884346742e-12       0.000000000000e+00       2.931569756946e-12       2.178785905501e-13      -3.097887263602e-15 
  166       6.407506132735e-10       1.274344987887e-13      -5.738832769407e-12       0.000000000000e+00       2.879633320954e-12       2.162753489102e-13      -3.037962195099e-15 
  167       6.444887588542e-10       1.260594502136e-13      -5.688181269702e-12       0.000000000000e+00       2.828850494762e-12       2.146349929190e-13      -2.977693455706e-15 
  168       6.481814255989e-10       1.246602814155e-13      -5.633916616154e-12       0.000000000000e+00       2.779198261010e-12       2.129646773257e-13      -2.917114091874e-15 
  169       6.518273824352e-10       1.232398272928e-13      -5.576027369109e-12       0.000000000000e+00       2.730656544981e-12       2.112757828783e-13      -2.856351452511e-15 
  170       6.554253756768e-10       1.218010402543e-13      -5.514504228247e-12       0.000000000000e+00       2.683201420898e-12       2.095802008601e-13      -2.795537625309e-15 
  171       6.589741286679e-10       1.203469917215e-13      -5.449340071239e-12       0.000000000000e+00       2.636805036828e-12       2.078903402486e-13      -2.734809495303e-15 
  172       6.624723414279e-10       1.188808736299e-13      -5.380529992404e-12       0.000000000000e+00       2.591435539588e-12       2.062191348748e-13      -2.674308803426e-15 
  173       6.659186902958e-10       1.174059999314e-13      -5.308071341371e-12       0.000000000000e+00       2.547056999650e-12       2.045800505819e-13      -2.614182205074e-15 
  174       6.693118921266e-10       1.159257689034e-13      -5.231963576325e-12       0.000000000000e+00       2.503634307817e-12       2.029821606097e-13      -2.554534973441e-15 
  175       6.726509035257e-10       1.144435434689e-13      -5.152207729409e-12       0.000000000000e+00       2.461148472600e-12       2.014149039333e-13      -2.495287729873e-15 
  176       6.759347373413e-10       1.129627639001e-13      -5.068806971431e-12       0.000000000000e+00       2.419582438698e-12       1.998620853808e-13      -2.436308026415e-15 
  177       6.791623994834e-10       1.114869874649e-13      -4.981766830963e-12       0.000000000000e+00       2.378916173037e-12       1.983066827288e-13      -2.377455520413e-15 
  178       6.823328888231e-10       1.100198897740e-13      -4.891095232272e-12       0.000000000000e+00       2.339126609274e-12       1.967308344262e-13      -2.318581850388e-15 
  179       6.854451970913e-10       1.085652661291e-13      -4.796802533249e-12       0.000000000000e+00       2.300187592292e-12       1.951158273171e-13      -2.259530511917e-15 
  180       6.884983087782e-10       1.071270328696e-13      -4.698901563331e-12       0.000000000000e+00       2.262069822700e-12       1.934420843646e-13      -2.200136733511e-15 
