# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   23       1.254224234595e-10       1.205427328650e-15       2.137329426377e-13       0.000000000000e+00       2.881408491590e-10       9.687100111050e-12      -3.577560608348e-14 
   24       1.274959210994e-10       1.335634569188e-15       2.176255063352e-13       0.000000000000e+00       2.663834777934e-10       9.043200171418e-12      -2.194808313696e-14 
   25       1.295637490528e-10       1.512363310509e-15       2.218977836340e-13       0.000000000000e+00       2.468889336804e-10       8.490714783279e-12      -1.080570873429e-14 
   26       1.316731518868e-10       1.728985918204e-15       2.269082894349e-13       0.000000000000e+00       2.293552142121e-10       8.018939440241e-12      -3.553336226231e-15 
   27       1.338554019374e-10       1.977426348243e-15       2.325887119795e-13       0.000000000000e+00       2.135297062435e-10       7.588537430430e-12      -5.118206330152e-16 
   28       1.359676814495e-10       2.252932884070e-15       2.389412053045e-13       0.000000000000e+00       1.991987339709e-10       7.178640670722e-12      -1.245394941382e-15 
   29       1.381830950023e-10       2.554846024160e-15       2.456111798860e-13       0.000000000000e+00       1.861814047389e-10       6.810168082213e-12      -4.772626833584e-15 
   30       1.403720353218e-10       2.884323486280e-15       2.520583338681e-13       0.000000000000e+00       1.743231623593e-10       6.478185399509e-12      -1.003896118183e-14 
   31       1.425731104774e-10       3.241427776995e-15       2.579551639677e-13       0.000000000000e+00       1.634933808845e-10       6.166693016473e-12      -1.590209735696e-14 
   32       1.448857862363e-10       3.623977319147e-15       2.626179305043e-13       0.000000000000e+00       1.535778798742e-10       5.899106729398e-12      -2.090288339155e-14 
   33       1.470996843645e-10       4.028373699323e-15       2.657749897483e-13       0.000000000000e+00       1.444776236130e-10       5.651411397308e-12      -2.418116061435e-14 
   34       1.494112546017e-10       4.452328917834e-15       2.671937955819e-13       0.000000000000e+00       1.361064177688e-10       5.414623745734e-12      -2.536416246143e-14 
   35       1.517481865341e-10       4.897131521394e-15       2.664733175536e-13       0.000000000000e+00       1.283908003438e-10       5.142611632812e-12      -2.500254184353e-14 
   36       1.540198593833e-10       5.367344625409e-15       2.639448545325e-13       0.000000000000e+00       1.212655102061e-10       4.922628322525e-12      -2.279081061751e-14 
   37       1.564269420569e-10       5.868509745398e-15       2.597107590372e-13       0.000000000000e+00       1.146724035907e-10       4.745616066265e-12      -1.920711813316e-14 
   38       1.587913531232e-10       6.404878772716e-15       2.538210374591e-13       0.000000000000e+00       1.085605356262e-10       4.551058573317e-12      -1.533665466532e-14 
   39       1.611655381452e-10       6.979108347206e-15       2.466294117460e-13       0.000000000000e+00       1.028864461881e-10       4.349601216495e-12      -1.179062443971e-14 
   40       1.636333310769e-10       7.592180699799e-15       2.380571608869e-13       0.000000000000e+00       9.760969990227e-11       4.188111443425e-12      -8.660618969160e-15 
   41       1.660205316155e-10       8.243511659488e-15       2.283435427041e-13       0.000000000000e+00       9.269440462145e-11       4.041156603836e-12      -6.553489293696e-15 
   42       1.684850767450e-10       8.932122742708e-15       2.177583109959e-13       0.000000000000e+00       8.811014512663e-11       3.878556581367e-12      -5.965772621208e-15 
   43       1.710200879622e-10       9.657093502431e-15       2.059658854374e-13       0.000000000000e+00       8.382835617403e-11       3.745476279093e-12      -6.128152972855e-15 
   44       1.734611489886e-10       1.041852867633e-14       1.929407003933e-13       0.000000000000e+00       7.982313665173e-11       3.615210440574e-12      -7.086839386964e-15 
   45       1.759783154772e-10       1.121770396754e-14       1.786272321402e-13       0.000000000000e+00       7.607284543784e-11       3.475968122549e-12      -8.842349705238e-15 
   46       1.785184620854e-10       1.205469359263e-14       1.626610190434e-13       0.000000000000e+00       7.255556754956e-11       3.364762918786e-12      -1.046369570777e-14 
   47       1.810785853168e-10       1.292901391953e-14       1.449285842163e-13       0.000000000000e+00       6.925537722691e-11       3.273324297904e-12      -1.164043823518e-14 
   48       1.836840195293e-10       1.384013267469e-14       1.253891063962e-13       0.000000000000e+00       6.615307049191e-11       3.179240155020e-12      -1.230702900753e-14 
   49       1.863024983588e-10       1.478799984377e-14       1.039091063690e-13       0.000000000000e+00       6.323531441324e-11       3.078036256528e-12      -1.243342958907e-14 
   50       1.888993946592e-10       1.577291578623e-14       8.035598899609e-14       0.000000000000e+00       6.048683405450e-11       2.971937063412e-12      -1.201036729571e-14 
   51       1.915200242159e-10       1.679627462448e-14       5.474714973993e-14       0.000000000000e+00       5.789657729353e-11       2.870867676849e-12      -1.106518899913e-14 
   52       1.942135396658e-10       1.785945646424e-14       2.717471240905e-14       0.000000000000e+00       5.545187089928e-11       2.784181165306e-12      -9.680945022056e-15 
   53       1.969324205085e-10       1.896209155016e-14      -2.164216550042e-15       0.000000000000e+00       5.314351355322e-11       2.705951560251e-12      -8.109736747641e-15 
   54       1.996213973514e-10       2.010338612496e-14      -3.308094302361e-14       0.000000000000e+00       5.096103692869e-11       2.627422131880e-12      -6.648419875873e-15 
   55       2.023330666002e-10       2.128322464726e-14      -6.562982293974e-14       0.000000000000e+00       4.889668523448e-11       2.549349466005e-12      -5.485521491083e-15 
   56       2.051278855563e-10       2.250146764602e-14      -9.988350439950e-14       0.000000000000e+00       4.694167384179e-11       2.475211335857e-12      -4.762411228733e-15 
   57       2.079515536841e-10       2.375718065270e-14      -1.356755116121e-13       0.000000000000e+00       4.508943976136e-11       2.408237333497e-12      -4.502177302923e-15 
   58       2.107393971241e-10       2.504941182090e-14      -1.728266101214e-13       0.000000000000e+00       4.333259528618e-11       2.349892808659e-12      -4.689299775093e-15 
   59       2.135440198969e-10       2.637847378966e-14      -2.114504246753e-13       0.000000000000e+00       4.166554182353e-11       2.293724724146e-12      -5.294497390586e-15 
   60       2.164296972841e-10       2.774501401511e-14      -2.517254090608e-13       0.000000000000e+00       4.008201258710e-11       2.232745355373e-12      -6.242933367697e-15 
   61       2.193528866354e-10       2.914949602506e-14      -2.937108754465e-13       0.000000000000e+00       3.857723719396e-11       2.169510751793e-12      -7.300455580911e-15 
   62       2.222574210670e-10       3.059206397656e-14      -3.374370764334e-13       0.000000000000e+00       3.714590541323e-11       2.108871209261e-12      -8.209662094087e-15 
   63       2.251797858911e-10       3.207163814336e-14      -3.829413739971e-13       0.000000000000e+00       3.578392133845e-11       2.053120598349e-12      -8.877785067271e-15 
   64       2.281673364010e-10       3.358687085747e-14      -4.302559383649e-13       0.000000000000e+00       3.448674940449e-11       2.003055153455e-12      -9.265385834537e-15 
   65       2.311928215914e-10       3.513707614350e-14      -4.793750730096e-13       0.000000000000e+00       3.325089876247e-11       1.955747807886e-12      -9.380699975926e-15 
   66       2.342186510854e-10       3.672162472379e-14      -5.302795143518e-13       0.000000000000e+00       3.207248510629e-11       1.907866117778e-12      -9.254409415928e-15 
   67       2.372624325544e-10       3.833948793289e-14      -5.829425264176e-13       0.000000000000e+00       3.094830882199e-11       1.859754599376e-12      -8.947569447552e-15 
   68       2.403513808334e-10       3.998950237724e-14      -6.373266681462e-13       0.000000000000e+00       2.987492998746e-11       1.812675775632e-12      -8.540469152469e-15 
   69       2.434839642954e-10       4.167062438088e-14      -6.933665385883e-13       0.000000000000e+00       2.885011549570e-11       1.767340962426e-12      -8.139586189865e-15 
   70       2.466496366109e-10       4.338178333449e-14      -7.509830552343e-13       0.000000000000e+00       2.787112888198e-11       1.724336845639e-12      -7.868330703616e-15 
   71       2.498387543666e-10       4.512195497907e-14      -8.101069523309e-13       0.000000000000e+00       2.693470503991e-11       1.684009689224e-12      -7.834601647581e-15 
   72       2.530516038601e-10       4.689057065992e-14      -8.707381434168e-13       0.000000000000e+00       2.603902350646e-11       1.645593102204e-12      -8.036443355844e-15 
   73       2.562909886487e-10       4.868718534081e-14      -9.328975311736e-13       0.000000000000e+00       2.518202318596e-11       1.607910640935e-12      -8.438828831110e-15 
   74       2.595596780004e-10       5.051131453701e-14      -9.966060879711e-13       0.000000000000e+00       2.436121206297e-11       1.570077601834e-12      -8.992841793183e-15 
   75       2.628608201774e-10       5.236229355023e-14      -1.061873290997e-12       0.000000000000e+00       2.357505246534e-11       1.532949003021e-12      -9.608480191646e-15 
   76       2.661975767026e-10       5.423939448387e-14      -1.128706870411e-12       0.000000000000e+00       2.282176482230e-11       1.497932987735e-12      -1.017637145899e-14 
   77       2.695716612399e-10       5.614165268935e-14      -1.197094621260e-12       0.000000000000e+00       2.209924999483e-11       1.466086959841e-12      -1.060436594096e-14 
   78       2.729790889835e-10       5.806717449779e-14      -1.266934691033e-12       0.000000000000e+00       2.140625140851e-11       1.436582876982e-12      -1.091027874618e-14 
   79       2.764136331972e-10       6.001370519948e-14      -1.338092892150e-12       0.000000000000e+00       2.074134907659e-11       1.407971315711e-12      -1.114522611177e-14 
   80       2.798702609204e-10       6.197888010814e-14      -1.410447084413e-12       0.000000000000e+00       2.010286345014e-11       1.379022044028e-12      -1.134519363958e-14 
   81       2.833522042254e-10       6.396038037884e-14      -1.483963785831e-12       0.000000000000e+00       1.948972527309e-11       1.349969765815e-12      -1.146379677451e-14 
   82       2.868650495195e-10       6.595579747358e-14      -1.558634349404e-12       0.000000000000e+00       1.890071673777e-11       1.321475312505e-12      -1.142814229717e-14 
   83       2.904131895586e-10       6.796273550059e-14      -1.634434642796e-12       0.000000000000e+00       1.833442130512e-11       1.294140561008e-12      -1.119710486280e-14 
   84       2.939952403695e-10       6.997929565176e-14      -1.711269022303e-12       0.000000000000e+00       1.778994761594e-11       1.268143664256e-12      -1.088384202207e-14 
   85       2.976078541512e-10       7.200366814068e-14      -1.789017154618e-12       0.000000000000e+00       1.726629609343e-11       1.243545179952e-12      -1.065355881831e-14 
   86       3.012482581226e-10       7.403408018985e-14      -1.867583345928e-12       0.000000000000e+00       1.676230651863e-11       1.220292603719e-12      -1.063167805795e-14 
   87       3.049180372129e-10       7.606909407344e-14      -1.947000705784e-12       0.000000000000e+00       1.627722430744e-11       1.197887544584e-12      -1.072690673953e-14 
   88       3.086199238910e-10       7.810735718602e-14      -2.027343624899e-12       0.000000000000e+00       1.581020225549e-11       1.175663539778e-12      -1.078021062753e-14 
   89       3.123560305717e-10       8.014765331062e-14      -2.108675381288e-12       0.000000000000e+00       1.536026070493e-11       1.153111681850e-12      -1.066168202331e-14 
   90       3.161258641255e-10       8.218934695028e-14      -2.190980149424e-12       0.000000000000e+00       1.492673510623e-11       1.130604081075e-12      -1.041053360222e-14 
   91       3.199279901508e-10       8.423201136251e-14      -2.274220921363e-12       0.000000000000e+00       1.450888009993e-11       1.108780524125e-12      -1.011637884631e-14 
   92       3.237608342524e-10       8.627503393444e-14      -2.358349426407e-12       0.000000000000e+00       1.410586318177e-11       1.088169607098e-12      -9.856487641541e-15 
   93       3.276233653859e-10       8.831677907756e-14      -2.443272353221e-12       0.000000000000e+00       1.371719897274e-11       1.068675639484e-12      -9.630101375639e-15 
   94       3.315144912672e-10       9.035530373229e-14      -2.528880023091e-12       0.000000000000e+00       1.334236629376e-11       1.050015814183e-12      -9.414521196418e-15 
   95       3.354328373443e-10       9.238861048783e-14      -2.615056464530e-12       0.000000000000e+00       1.298066861033e-11       1.031874377582e-12      -9.184930850901e-15 
   96       3.393772425048e-10       9.441445385913e-14      -2.701682964159e-12       0.000000000000e+00       1.263135680169e-11       1.013977625095e-12      -8.922005811906e-15 
   97       3.433483521383e-10       9.642972760193e-14      -2.788649573407e-12       0.000000000000e+00       1.229403123670e-11       9.963334852987e-13      -8.636133648722e-15 
   98       3.473472386173e-10       9.843098693765e-14      -2.875845063978e-12       0.000000000000e+00       1.196828724630e-11       9.790252562525e-13      -8.346636829653e-15 
   99       3.513749113662e-10       1.004146311401e-13      -2.963153332842e-12       0.000000000000e+00       1.165358702047e-11       9.621387682272e-13      -8.074461697662e-15 
  100       3.554319660739e-10       1.023774611190e-13      -3.050472515619e-12       0.000000000000e+00       1.134934947523e-11       9.457472127423e-13      -7.837572556331e-15 
  101       3.595174853571e-10       1.043184475348e-13      -3.137775544116e-12       0.000000000000e+00       1.105524391015e-11       9.298631796929e-13      -7.636307996885e-15 
  102       3.636299752886e-10       1.062372065739e-13      -3.225057986258e-12       0.000000000000e+00       1.077092940727e-11       9.144798801809e-13      -7.466037389730e-15 
  103       3.677676899382e-10       1.081334654128e-13      -3.312319769301e-12       0.000000000000e+00       1.049596084199e-11       8.995855598242e-13      -7.321610854684e-15 
  104       3.719290328094e-10       1.100066946298e-13      -3.399547925842e-12       0.000000000000e+00       1.022986095196e-11       8.851536755737e-13      -7.197892176507e-15 
  105       3.761138409013e-10       1.118549406835e-13      -3.486661845185e-12       0.000000000000e+00       9.972354866933e-12       8.711122808312e-13      -7.091469728082e-15 
  106       3.803222593379e-10       1.136758420890e-13      -3.573560879350e-12       0.000000000000e+00       9.723161144929e-12       8.573701687244e-13      -6.999151612980e-15 
  107       3.845543432632e-10       1.154669864659e-13      -3.660141054272e-12       0.000000000000e+00       9.481916672901e-12       8.438258834466e-13      -6.917431462294e-15 
  108       3.888099016608e-10       1.172260127213e-13      -3.746302521466e-12       0.000000000000e+00       9.248233480222e-12       8.304038102234e-13      -6.843071109330e-15 
  109       3.930880139497e-10       1.189509333218e-13      -3.831973096586e-12       0.000000000000e+00       9.021883031980e-12       8.171683847073e-13      -6.774952134709e-15 
  110       3.973874429287e-10       1.206398536916e-13      -3.917087732067e-12       0.000000000000e+00       8.802631323904e-12       8.042243142057e-13      -6.712451665913e-15 
  111       4.017067761373e-10       1.222908742737e-13      -4.001581341221e-12       0.000000000000e+00       8.590179780315e-12       7.916816348211e-13      -6.654871287081e-15 
  112       4.060446924416e-10       1.239021587086e-13      -4.085388624271e-12       0.000000000000e+00       8.384209166413e-12       7.796121145179e-13      -6.600755978818e-15 
  113       4.104008114525e-10       1.254721464517e-13      -4.168443437429e-12       0.000000000000e+00       8.184521724761e-12       7.679120311992e-13      -6.545757897191e-15 
  114       4.147749413136e-10       1.269993684714e-13      -4.250679417696e-12       0.000000000000e+00       7.990913390812e-12       7.564222330851e-13      -6.484498947498e-15 
  115       4.191668134723e-10       1.284823836327e-13      -4.332030225846e-12       0.000000000000e+00       7.803128079251e-12       7.449699711317e-13      -6.411217504644e-15 
  116       4.235759599602e-10       1.299197539478e-13      -4.412427771344e-12       0.000000000000e+00       7.620898426682e-12       7.334206159825e-13      -6.321835155999e-15 
  117       4.280013343458e-10       1.313099638935e-13      -4.491796562597e-12       0.000000000000e+00       7.444076827154e-12       7.218406253530e-13      -6.220460007733e-15 
  118       4.324416391783e-10       1.326514938919e-13      -4.570058736565e-12       0.000000000000e+00       7.272517602275e-12       7.103538825868e-13      -6.113661919502e-15 
  119       4.368954379163e-10       1.339428467634e-13      -4.647135830647e-12       0.000000000000e+00       7.106035087514e-12       6.990915720717e-13      -6.008477901892e-15 
  120       4.413611510426e-10       1.351825489085e-13      -4.722948803917e-12       0.000000000000e+00       6.944402514566e-12       6.881923197922e-13      -5.912422040564e-15 
  121       4.458372923178e-10       1.363691854171e-13      -4.797420105594e-12       0.000000000000e+00       6.787388032799e-12       6.777708608350e-13      -5.831679722196e-15 
  122       4.503232170601e-10       1.375015075210e-13      -4.870480108723e-12       0.000000000000e+00       6.634869919789e-12       6.678195990762e-13      -5.765430371671e-15 
  123       4.548184542970e-10       1.385783399660e-13      -4.942061470902e-12       0.000000000000e+00       6.486732776497e-12       6.582957687243e-13      -5.710877667398e-15 
  124       4.593224725354e-10       1.395985496495e-13      -5.012097191770e-12       0.000000000000e+00       6.342830785122e-12       6.491517644357e-13      -5.665001118800e-15 
  125       4.638346778293e-10       1.405610470774e-13      -5.080520650874e-12       0.000000000000e+00       6.202986893377e-12       6.403350260234e-13      -5.624551230700e-15 
  126       4.683543117932e-10       1.414647972159e-13      -5.147264673747e-12       0.000000000000e+00       6.067019794948e-12       6.317854197300e-13      -5.586230831019e-15 
  127       4.728801368031e-10       1.423088503240e-13      -5.212258530964e-12       0.000000000000e+00       5.934830032027e-12       6.234272947343e-13      -5.547272364937e-15 
  128       4.774107116531e-10       1.430923173475e-13      -5.275430672195e-12       0.000000000000e+00       5.806322061736e-12       6.151763133983e-13      -5.504916567127e-15 
  129       4.819444857877e-10       1.438143623479e-13      -5.336709698112e-12       0.000000000000e+00       5.681376724659e-12       6.069417421008e-13      -5.456228698997e-15 
  130       4.864797966183e-10       1.444742040296e-13      -5.396024390976e-12       0.000000000000e+00       5.559850637562e-12       5.986263171732e-13      -5.398095109117e-15 
  131       4.910150565727e-10       1.450711329772e-13      -5.453304836442e-12       0.000000000000e+00       5.441596979580e-12       5.901635517854e-13      -5.328491005066e-15 
  132       4.955493427808e-10       1.456045622275e-13      -5.508485861053e-12       0.000000000000e+00       5.326531678295e-12       5.816344976784e-13      -5.250445910585e-15 
  133       5.000818663422e-10       1.460739850779e-13      -5.561504025844e-12       0.000000000000e+00       5.214573261502e-12       5.731634078103e-13      -5.168502270833e-15 
  134       5.046117869549e-10       1.464789614888e-13      -5.612296606225e-12       0.000000000000e+00       5.105621650734e-12       5.648815514099e-13      -5.087487997652e-15 
  135       5.091382115496e-10       1.468191197204e-13      -5.660801630149e-12       0.000000000000e+00       4.999557702446e-12       5.569273397374e-13      -5.012521851724e-15 
  136       5.136601580198e-10       1.470941678490e-13      -5.706957714860e-12       0.000000000000e+00       4.896261293544e-12       5.494035251648e-13      -4.947465259092e-15 
  137       5.181764450404e-10       1.473039262066e-13      -5.750703477151e-12       0.000000000000e+00       4.795668677301e-12       5.422434966991e-13      -4.890084223988e-15 
  138       5.226857881232e-10       1.474483014399e-13      -5.791978133683e-12       0.000000000000e+00       4.697720263193e-12       5.353312235257e-13      -4.836391053539e-15 
  139       5.271868319138e-10       1.475272786190e-13      -5.830721733402e-12       0.000000000000e+00       4.602342272625e-12       5.285427822537e-13      -4.782148106954e-15 
  140       5.316781486004e-10       1.475409229371e-13      -5.866875194399e-12       0.000000000000e+00       4.509446399544e-12       5.217462062064e-13      -4.722863171893e-15 
  141       5.361582363228e-10       1.474893814117e-13      -5.900380340777e-12       0.000000000000e+00       4.418929471066e-12       5.148013347113e-13      -4.653784840832e-15 
  142       5.406256049709e-10       1.473728903160e-13      -5.931180266203e-12       0.000000000000e+00       4.330689195919e-12       5.076053108326e-13      -4.571523417516e-15 
  143       5.450790466099e-10       1.471917947204e-13      -5.959220387665e-12       0.000000000000e+00       4.244673901286e-12       5.002345194719e-13      -4.479106041892e-15 
  144       5.495173891834e-10       1.469465341430e-13      -5.984447567544e-12       0.000000000000e+00       4.160837144945e-12       4.928166138292e-13      -4.381420326083e-15 
  145       5.539394104859e-10       1.466376387127e-13      -6.006809834819e-12       0.000000000000e+00       4.079121831559e-12       4.854862583981e-13      -4.283639116146e-15 
  146       5.583438370872e-10       1.462657309033e-13      -6.026256423861e-12       0.000000000000e+00       3.999459968357e-12       4.783852480195e-13      -4.191225474642e-15 
  147       5.627293432582e-10       1.458315272675e-13      -6.042737813233e-12       0.000000000000e+00       3.921772420834e-12       4.716626269352e-13      -4.109937663217e-15 
  148       5.670945927907e-10       1.453358422933e-13      -6.056206006317e-12       0.000000000000e+00       3.845980442136e-12       4.654330501528e-13      -4.044174419450e-15 
  149       5.714383712430e-10       1.447795967319e-13      -6.066615321783e-12       0.000000000000e+00       3.772042022678e-12       4.596471150889e-13      -3.991821394630e-15 
  150       5.757594644022e-10       1.441638133738e-13      -6.073921753205e-12       0.000000000000e+00       3.699918581029e-12       4.542087513309e-13      -3.948917190889e-15 
  151       5.800566156963e-10       1.434896167304e-13      -6.078082773798e-12       0.000000000000e+00       3.629563324978e-12       4.490157529225e-13      -3.911264612566e-15 
  152       5.843285253530e-10       1.427582347795e-13      -6.079057376531e-12       0.000000000000e+00       3.560921071289e-12       4.439596701853e-13      -3.874426617189e-15 
  153       5.885738495582e-10       1.419710007113e-13      -6.076806114235e-12       0.000000000000e+00       3.493928065468e-12       4.389257015406e-13      -3.833722266455e-15 
  154       5.927912326501e-10       1.411293455055e-13      -6.071291007302e-12       0.000000000000e+00       3.428520862462e-12       4.338183580954e-13      -3.785332565259e-15 
  155       5.969794088153e-10       1.402347712181e-13      -6.062475172794e-12       0.000000000000e+00       3.364664270658e-12       4.286413514492e-13      -3.729741389859e-15 
  156       6.011371082232e-10       1.392888785462e-13      -6.050323237421e-12       0.000000000000e+00       3.302325656746e-12       4.234249114820e-13      -3.668606083390e-15 
  157       6.052630241661e-10       1.382933774602e-13      -6.034801505995e-12       0.000000000000e+00       3.241465983153e-12       4.182006979209e-13      -3.603677647741e-15 
  158       6.093558123832e-10       1.372500889037e-13      -6.015878000872e-12       0.000000000000e+00       3.182039673361e-12       4.130018217275e-13      -3.536802274193e-15 
  159       6.134140903862e-10       1.361609464933e-13      -5.993522501399e-12       0.000000000000e+00       3.123994477211e-12       4.078628664846e-13      -3.469922874069e-15 
  160       6.174364924871e-10       1.350279837630e-13      -5.967706715219e-12       0.000000000000e+00       3.067279023132e-12       4.028128207121e-13      -3.404680023626e-15 
  161       6.214218418034e-10       1.338532910517e-13      -5.938404726485e-12       0.000000000000e+00       3.011866512891e-12       3.978531231321e-13      -3.341171678886e-15 
  162       6.253689923378e-10       1.326390580095e-13      -5.905592663075e-12       0.000000000000e+00       2.957732887481e-12       3.929776958228e-13      -3.279085521276e-15 
  163       6.292767742389e-10       1.313875893278e-13      -5.869248608054e-12       0.000000000000e+00       2.904849231707e-12       3.881798460777e-13      -3.218089286599e-15 
  164       6.331439933851e-10       1.301013063713e-13      -5.829352639733e-12       0.000000000000e+00       2.853181675307e-12       3.834522547696e-13      -3.157830429594e-15 
  165       6.369694309696e-10       1.287827488109e-13      -5.785886871727e-12       0.000000000000e+00       2.802691294071e-12       3.787869647141e-13      -3.097935788495e-15 
  166       6.407518430841e-10       1.274345762558e-13      -5.738835493017e-12       0.000000000000e+00       2.753334010962e-12       3.741753690328e-13      -3.038011249597e-15 
  167       6.444899750654e-10       1.260595390921e-13      -5.688184462232e-12       0.000000000000e+00       2.705066992530e-12       3.696108489354e-13      -2.977733779374e-15 
  168       6.481826067803e-10       1.246603847834e-13      -5.633920477257e-12       0.000000000000e+00       2.657868658231e-12       3.650969641738e-13      -2.917137041312e-15 
  169       6.518285104268e-10       1.232399466627e-13      -5.576031993975e-12       0.000000000000e+00       2.611720197186e-12       3.606399424645e-13      -2.856349622347e-15 
  170       6.554264357707e-10       1.218011754954e-13      -5.514509602417e-12       0.000000000000e+00       2.566599155974e-12       3.562460926588e-13      -2.795504917576e-15 
  171       6.589751097923e-10       1.203471409808e-13      -5.449346065336e-12       0.000000000000e+00       2.522479367529e-12       3.519218044381e-13      -2.734741189890e-15 
  172       6.624732363344e-10       1.188810332520e-13      -5.380536356792e-12       0.000000000000e+00       2.479330880048e-12       3.476735480093e-13      -2.674201629608e-15 
  173       6.659194957495e-10       1.174061643773e-13      -5.308077700730e-12       0.000000000000e+00       2.437119885883e-12       3.435078738007e-13      -2.614034414106e-15 
  174       6.693126091761e-10       1.159259312229e-13      -5.231969463824e-12       0.000000000000e+00       2.395813340292e-12       3.394280432189e-13      -2.554346660608e-15 
  175       6.726515380166e-10       1.144436974881e-13      -5.152212743455e-12       0.000000000000e+00       2.355393391108e-12       3.354236117428e-13      -2.495061925580e-15 
  176       6.759353002118e-10       1.129629048329e-13      -5.068810819785e-12       0.000000000000e+00       2.315844001121e-12       3.314799873311e-13      -2.436051083634e-15 
  177       6.791629069876e-10       1.114871119833e-13      -4.981769336171e-12       0.000000000000e+00       2.277146312512e-12       3.275817089962e-13      -2.377177261455e-15 
  178       6.823333627566e-10       1.100199960793e-13      -4.891096337179e-12       0.000000000000e+00       2.239278594232e-12       3.237124332234e-13      -2.318295715732e-15 
  179       6.854456650208e-10       1.085653540243e-13      -4.796802306580e-12       0.000000000000e+00       2.202216189389e-12       3.198549203895e-13      -2.259253711094e-15 
  180       6.884988042734e-10       1.071271038325e-13      -4.698900205363e-12       0.000000000000e+00       2.165931462629e-12       3.159910211819e-13      -2.199890398030e-15 
  181       6.914917710570e-10       1.057092290742e-13      -4.597404858138e-12       0.000000000000e+00       2.130397708323e-12       3.121071736434e-13      -2.140088762820e-15 
