# Table of selected background quantitites
# All densities are mutiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:gr.fac. D             15:gr.fac. f             16:(.)rho_smg            17:(.)p_smg              18:M*^2_smg              19:kineticity_smg        20:braiding_smg          21:tensor_excess_smg     22:Mpl_running_smg       23:c_s^2                 24:kin (D)            
       2.707984926621e+05       1.026430199939e-08       1.706214830938e+00       1.592092461695e+05       1.416333953201e+04       5.230194263946e-02       3.835425159668e+09       9.844773128234e-01       1.479689041292e+10       4.868061499737e+07       2.659845875719e+08       1.023602845037e+10       2.534758406586e+10       7.259754139641e-01       1.991288505111e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.378006271848e-18       3.445015679620e-18       0.000000000000e+00       0.000000000000e+00       7.484482483565e+00       1.378006271848e-18 
       2.689160325396e+05       1.040820605298e-08       1.718121152300e+00       1.570102781726e+05       1.416332762568e+04       5.266801991650e-02       3.808760035986e+09       9.913429360136e-01       1.438971898843e+10       4.767244734724e+07       2.604760898539e+08       9.954359926186e+09       2.465222745182e+10       7.361299745717e-01       1.991228133846e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.416875204775e-18       3.542188011937e-18       0.000000000000e+00       0.000000000000e+00       7.484375216397e+00       1.416875204775e-18 
       2.670466580422e+05       1.055412551869e-08       1.730110298804e+00       1.548417280868e+05       1.416331563654e+04       5.303665922544e-02       3.782280270851e+09       9.982562594646e-01       1.399375178995e+10       4.668515853960e+07       2.550816714323e+08       9.680442136977e+09       2.397596075690e+10       7.464262579369e-01       1.991167348450e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.456839630875e-18       3.642099077187e-18       0.000000000000e+00       0.000000000000e+00       7.484267217162e+00       1.456839630875e-18 
       2.651902782073e+05       1.070208857874e-08       1.742182843005e+00       1.527031748209e+05       1.416330356399e+04       5.340787849336e-02       3.755984575773e+09       1.005217612080e+00       1.360868050953e+10       4.571831618210e+07       2.497989697713e+08       9.414061804905e+09       2.331825960039e+10       7.568662354393e-01       1.991106146139e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.497930395216e-18       3.744825988039e-18       0.000000000000e+00       0.000000000000e+00       7.484158480996e+00       1.497930395216e-18 
       2.633468027044e+05       1.085212380849e-08       1.754339361358e+00       1.505942031153e+05       1.416329140748e+04       5.378169577277e-02       3.729871671221e+09       1.012227324995e+00       1.323420532295e+10       4.477149683701e+07       2.446256712618e+08       9.155011520901e+09       2.267861401195e+10       7.674519057431e-01       1.991044524115e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.540179210271e-18       3.850448025676e-18       0.000000000000e+00       0.000000000000e+00       7.484049003001e+00       1.540179210271e-18 
       2.615161418313e+05       1.100426018195e-08       1.766580434260e+00       1.485144034613e+05       1.416327916640e+04       5.415812924240e-02       3.703940286556e+09       1.019285731594e+00       1.287003465625e+10       4.384428583580e+07       2.395595102085e+08       8.903089583178e+09       2.205652803547e+10       7.781852951714e-01       1.990982479560e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.583618680274e-18       3.959046700684e-18       0.000000000000e+00       0.000000000000e+00       7.483938778252e+00       1.583618680274e-18 
       2.596982065091e+05       1.115852707729e-08       1.778906646063e+00       1.464633720213e+05       1.416326684019e+04       5.453719720817e-02       3.678189159974e+09       1.026393167524e+00       1.251588495874e+10       4.293627709753e+07       2.345982678377e+08       8.658099840182e+09       2.145151934386e+10       7.890684580862e-01       1.990920009637e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.628282326256e-18       4.070705815641e-18       0.000000000000e+00       0.000000000000e+00       7.483827801791e+00       1.628282326256e-18 
       2.578929082782e+05       1.131495428244e-08       1.791318585107e+00       1.444407105505e+05       1.416325442825e+04       5.491891810401e-02       3.652617038440e+09       1.033549970709e+00       1.217148048219e+10       4.204707295101e+07       2.297397713255e+08       8.419851537871e+09       2.086311886434e+10       8.001034772736e-01       1.990857111494e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.674204611788e-18       4.185511529469e-18       0.000000000000e+00       0.000000000000e+00       7.483716068631e+00       1.674204611788e-18 
       2.561001592939e+05       1.147357200084e-08       1.803816843742e+00       1.424460263193e+05       1.416324192999e+04       5.530331049279e-02       3.627222677631e+09       1.040756481364e+00       1.183655306616e+10       4.117628396063e+07       2.249818928459e+08       8.188159171186e+09       2.029087041415e+10       8.112924643336e-01       1.990793782257e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.721420969432e-18       4.303552423580e-18       0.000000000000e+00       0.000000000000e+00       7.483603573751e+00       1.721420969432e-18 
       2.543198723221e+05       1.163441085715e-08       1.816402018361e+00       1.404789320367e+05       1.416322934482e+04       5.569039306724e-02       3.602004841872e+09       1.048013042014e+00       1.151084192917e+10       4.032352875582e+07       2.203225486395e+08       7.962842339620e+09       1.973433034618e+10       8.226375600759e-01       1.990730019036e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.769967827954e-18       4.424919569884e-18       0.000000000000e+00       0.000000000000e+00       7.483490312100e+00       1.769967827954e-18 
       2.525519607351e+05       1.179750190316e-08       1.829074709422e+00       1.385390457755e+05       1.416321667213e+04       5.608018465078e-02       3.576962304079e+09       1.055319997504e+00       1.119409346568e+10       3.948843386400e+07       2.157596981004e+08       7.743725606754e+09       1.919306720440e+10       8.341409349208e-01       1.990665818922e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.819882640277e-18       4.549706600692e-18       0.000000000000e+00       0.000000000000e+00       7.483376278596e+00       1.819882640277e-18 
       2.507963385076e+05       1.196287662368e-08       1.841835521474e+00       1.366259908975e+05       1.416320391132e+04       5.647270419852e-02       3.552093845698e+09       1.062677695019e+00       1.088606104864e+10       3.867063354704e+07       2.112913428828e+08       7.530638363658e+09       1.866666138873e+10       8.458047893053e-01       1.990601178987e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.871203912235e-18       4.678009780588e-18       0.000000000000e+00       0.000000000000e+00       7.483261468125e+00       1.871203912235e-18 
       2.490529202119e+05       1.213056694259e-08       1.854685063190e+00       1.347393959804e+05       1.416319106177e+04       5.686797079815e-02       3.527398256645e+09       1.070086484095e+00       1.058650483743e+10       3.786976964109e+07       2.069155260255e+08       7.323414696058e+09       1.815470482915e+10       8.576313540949e-01       1.990536096284e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.923971232122e-18       4.809928080304e-18       0.000000000000e+00       0.000000000000e+00       7.483145875541e+00       1.923971232122e-18 
       2.473216210144e+05       1.230060522892e-08       1.867623947390e+00       1.328788947455e+05       1.416317812289e+04       5.726600367083e-02       3.502874335247e+09       1.077546716637e+00       1.029519159114e+10       3.708549139969e+07       2.026303310954e+08       7.121893255150e+09       1.765680066878e+10       8.696228910014e-01       1.990470567849e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       1.978225301071e-18       4.945563252677e-18       0.000000000000e+00       0.000000000000e+00       7.483029495666e+00       1.978225301071e-18 
       2.456023566712e+05       1.247302430304e-08       1.880652791062e+00       1.310441259867e+05       1.416316509405e+04       5.766682217217e-02       3.478520888186e+09       1.085058746935e+00       1.001189448697e+10       3.631745534019e+07       1.984338813477e+08       6.925917131972e+09       1.717256295563e+10       8.817816930052e-01       1.990404590697e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       2.034007964286e-18       5.085019910715e-18       0.000000000000e+00       0.000000000000e+00       7.482912323290e+00       2.034007964286e-18 
       2.438950435239e+05       1.264785744294e-08       1.893772215406e+00       1.292347335001e+05       1.416315197462e+04       5.807044579317e-02       3.454336730438e+09       1.092622931677e+00       9.736392943597e+09       3.556532509329e+07       1.943243389039e+08       6.735333735234e+09       1.670161634283e+10       8.941100847850e-01       1.990338161825e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       2.091362243149e-18       5.228405607872e-18       0.000000000000e+00       0.000000000000e+00       7.482794353169e+00       2.091362243149e-18 
       2.421995984957e+05       1.282513839056e-08       1.906982845851e+00       1.274503660143e+05       1.416313876399e+04       5.847689416112e-02       3.430320685216e+09       1.100239629967e+00       9.468472449465e+09       3.482877125576e+07       1.902999039474e+08       6.549994672509e+09       1.624359579718e+10       9.066104231515e-01       1.990271278210e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       2.150332368220e-18       5.375830920550e-18       0.000000000000e+00       0.000000000000e+00       7.482675580030e+00       2.150332368220e-18 
       2.405159390873e+05       1.300490135825e-08       1.920285312077e+00       1.256906771229e+05       1.416312546152e+04       5.888618704060e-02       3.406471583915e+09       1.107909203341e+00       9.207924395731e+09       3.410747124617e+07       1.863588139349e+08       6.369755634692e+09       1.579814631560e+10       9.192850974884e-01       1.990203936811e+00       3.492912981895e-08      -3.492912981895e-08       1.000000000000e+00       2.210963813169e-18       5.527409532923e-18       0.000000000000e+00       0.000000000000e+00       7.482555998564e+00       2.210963813169e-18 
